Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Business City,Business State
Mailorder Misc - 319,Misrepresentation - M01,02/09/2018,02/13/2018,Complaint Invalid - CIN,,NEW YORK,NY
Mailorder Misc - 319,Non-Delivery of Goods - N01,08/03/2018,08/16/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,01/16/2018,01/26/2018,Bill Reduced - BLR,Yes,SHERWOOD,AR
Debt Collection Agency - 122,Harassment - H01,08/02/2017,08/21/2017,Resolved and Consumer Satisfied - SPF,Yes,ROSWELL,GA
Jewelry Store-Retail - 823,Non-Delivery of Goods - N01,06/22/2018,07/03/2018,Cash Amount - AMT,Yes,NEW YORK,NY
Tow Truck Company - 124,Damaged Goods - D01,03/01/2017,03/31/2017,Referred to Hearing - RTH,No,EAST ELMHURST,NY
Home Improvement Contractor - 100,Breach of Contract - B03,04/19/2017,05/12/2017,Goods Repaired - GRS,Yes,BROOKLYN,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,03/09/2017,04/04/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Dry Cleaners - 230,Damaged Goods - D01,10/10/2017,11/06/2017,No Consumer Response - NCR,,BROOKLYN,NY
Furniture Sales - 242,Damaged Goods - D01,06/07/2018,07/09/2018,Goods Repaired - GRS,Yes,BRONX,NY
Tow Truck Company - 124,Misrepresentation - M01,02/27/2018,03/12/2018,Cash Amount - AMT,Yes,HOWARD BEACH,NY
Electronic & Home Appliance Service Dealer - 115,Quality of Work - Q01,09/19/2017,10/16/2017,No Consumer Response - NCR,,BROOKLYN,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,02/03/2017,02/21/2017,Goods Exchanged - GEX,Yes,COLLEGE POINT,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,07/19/2017,08/24/2017,Referred to Outside - RTO,,NEW YORK,NY
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,03/16/2018,04/05/2018,Bill Reduced - BLR,Yes,BASKING RIDGE,NJ
Electronic Store - 001,Breach of Contract - B03,11/03/2016,01/03/2017,Complaint Invalid - CIN,,BROOKLYN,NY
Misc Non-Food Retail - 817,Other - Z01,12/27/2016,01/03/2017,No Consumer Response - NCR,,FLUSHING,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,01/05/2018,02/05/2018,No Satisfactory Agreement - NSA,No,BROOKLYN,NY
Tow Truck Company - 124,Billing Dispute - B02,04/19/2018,04/26/2018,Cash Amount - AMT,Yes,NEW HYDE PARK,NY
Sightseeing Bus - 078,Misrepresentation - M01,04/21/2017,06/12/2017,Advised to Sue - ATS,No,NEW YORK,NY
Pawnbroker - 080,Closed without Notice,03/22/2017,04/03/2017,Unable to Locate Business - ULV,,JAMAICA,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,06/01/2018,07/10/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,09/21/2018,09/25/2018,Resolved and Consumer Satisfied - SPF,Yes,OZONE PARK,NY
Home Improvement Contractor - 100,Breach of Contract - B03,12/06/2016,01/09/2017,Referred to Hearing - RTH,No,OZONE PARK,NY
Debt Collection Agency - 122,Misrepresentation - M01,05/02/2017,05/18/2017,Resolved and Consumer Satisfied - SPF,Yes,NORFOLK,VA
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,05/18/2018,05/24/2018,Consumer Took Action - CTA,No,NEW YORK,NY
Electronic Store - 001,Breach of Contract - B03,11/09/2017,11/24/2017,Resolved and Consumer Satisfied - SPF,Yes,YONKERS,NY
Home Improvement Contractor - 100,Breach of Contract - B03,06/26/2017,08/17/2017,Referred to Hearing - RTH,No,STATEN ISLAND,NY
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,08/17/2017,09/22/2017,Referred to Outside - RTO,,BROOKLYN,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,12/06/2016,01/09/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Parking Lot - 050,Misrepresentation - M01,06/26/2018,06/28/2018,Cash Amount - AMT,Yes,NEW YORK,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,09/07/2017,10/11/2017,Cash Amount - AMT,Yes,JACKSON HEIGHTS,NY
Secondhand Dealer Auto - 005,Defective Goods - D02,05/25/2018,06/08/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Electronic Store - 001,Misrepresentation - M01,06/01/2017,06/01/2017,Goods Exchanged - GEX,Yes,NEW YORK,NY
Misc Non-Food Retail - 817,Breach of Contract - B03,04/26/2017,05/19/2017,Bill Reduced - BLR,Yes,LOS ANGELES,CA
Furniture Sales - 242,Damaged Goods - D01,06/06/2017,06/23/2017,Store Credit - SCR,Yes,LIVERPOOL,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,11/17/2017,10/22/2017,No Consumer Response - NCR,,LONG ISLAND CIT,NY
Home Improvement Contractor - 100,Quality of Work - Q01,07/11/2017,08/25/2017,Advised to Sue - ATS,No,BRONX,NY
Garage - 049,Damaged Goods - D01,07/27/2017,09/08/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Garage - 049,Damaged Goods - D01,07/19/2017,09/11/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Photography Services - 415,Non-Delivery of Goods - N01,01/10/2017,01/26/2017,Goods Received - GDR,Yes,NEW YORK,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,03/16/2017,04/07/2017,Unable to Locate Business - ULV,,LONG IS CITY,NY
Misc Non-Food Retail - 817,Advertising/General - A01,06/29/2018,07/18/2018,Advised to Sue - ATS,No,QUEENS VLG,NY
Home Improvement Contractor - 100,Quality of Work - Q01,07/03/2018,08/03/2018,Advised to Sue - ATS,No,BRONX,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,05/31/2017,07/27/2017,Referred to Outside - RTO,,BROOKLYN,NY
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,02/27/2018,03/06/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Appliances - 244,Misrepresentation - M01,04/27/2018,05/10/2018,Resolved and Consumer Satisfied - SPF,Yes,ATLANTA,GA
Debt Settlement - 248,Misrepresentation - M01,10/11/2017,10/19/2017,Resolved and Consumer Satisfied - SPF,Yes,BEVERLY,MA
Home Improvement Contractor - 100,Misrepresentation - M01,06/26/2018,07/20/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Debt Collection Agency - 122,Billing Dispute - B02,05/30/2017,06/13/2017,Bill Reduced - BLR,Yes,ROSWELL,GA
Dry Cleaners - 230,Damaged Goods - D01,10/23/2017,11/03/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Breach of Contract - B03,04/28/2017,06/08/2017,Consumer Took Action - CTA,No,CALVERTON,NY
Misc Non-Food Retail - 817,Advertising/General - A01,06/15/2017,08/01/2017,No Consumer Response - NCR,,NEW YORK,NY
Debt Collection Agency - 122,Misrepresentation - M01,11/21/2017,11/28/2017,Bill Reduced - BLR,Yes,MURFREESBORO,TN
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,03/16/2017,03/21/2017,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Restaurant - 818,Exchange Goods/Contract Cancelled - E01,04/26/2017,06/08/2017,Store Credit - SCR,Yes,LOUISVILLE,KY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,07/31/2017,08/07/2017,No Satisfactory Preempted - NSP,,JAMAICA,NY
Debt Collection Agency - 122,Billing Dispute - B02,05/04/2018,05/10/2018,Bill Reduced - BLR,Yes,RENTON,WA
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,04/20/2017,05/03/2017,Cash Amount - AMT,Yes,JAMAICA,NY
Home Improvement Contractor - 100,Misrepresentation - M01,10/19/2017,12/04/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY
Debt Collection Agency - 122,Billing Dispute - B02,04/27/2017,05/09/2017,Resolved and Consumer Satisfied - SPF,Yes,NORFOLK,VA
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/09/2018,09/14/2018,Consumer Took Action - CTA,No,BROOKLYN,NY
Tax Preparers - 891,Surcharge/Overcharge - S02,03/30/2018,04/06/2018,Cash Amount - AMT,Yes,VIRGINIA BEACH,VA
Home Improvement Contractor - 100,Damaged Goods - D01,07/25/2017,08/23/2017,No Business Response - NVR,No,FLUSHING,NY
Misc Non-Food Retail - 817,Quality of Work - Q01,01/25/2017,02/07/2017,Referred to Outside - RTO,,CLOSTER,NJ
Garage - 049,Damaged Goods - D01,07/14/2017,09/07/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,01/12/2018,01/31/2018,Store Credit - SCR,Yes,RICHMOND HILL,NY
Home Improvement Contractor - 100,Breach of Contract - B03,04/19/2018,05/04/2018,Advised to Sue - ATS,No,NEWARK,NJ
Hotel/Motel - 460,Surcharge/Overcharge - S02,11/30/2017,01/08/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,05/04/2018,05/23/2018,Goods Exchanged - GEX,Yes,JACKSON HEIGHTS,NY
Tow Truck Company - 124,Damaged Goods - D01,03/02/2018,04/09/2018,No Satisfactory Agreement - NSA,No,OZONE PARK,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,01/20/2017,02/01/2017,Cash Amount - AMT,Yes,SPRINGFIELD GAR,NY
Electronic Store - 001,Defective Goods - D02,12/29/2017,01/16/2018,Advised to Sue - ATS,No,JACKSON HEIGHTS,NY
Tow Truck Company - 124,Misrepresentation - M01,01/12/2018,01/30/2018,Cash Amount - AMT,Yes,JAMAICA,NY
Garage - 049,Surcharge/Overcharge - S02,02/24/2017,03/08/2017,Resolved and Consumer Satisfied - SPF,Yes,JAMAICA,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,04/04/2017,05/08/2017,Referred to Hearing - RTH,No,FLUSHING,NY
Hotel/Motel - 460,Surcharge/Overcharge - S02,06/06/2017,07/07/2017,No Consumer Response - NCR,,FLUSHING,NY
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,09/27/2017,11/21/2017,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Furniture Sales - 242,Advertising/Misleading - A02,11/09/2017,11/27/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Dry Cleaners - 230,Non-Delivery of Service - N02,02/06/2017,03/17/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Sightseeing Bus - 078,Exchange Goods/Contract Cancelled - E01,01/09/2018,01/17/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,02/20/2018,04/10/2018,No Satisfactory Agreement - NSA,No,FORT LAUDERDALE,FL
Pawnbroker - 080,Non-Delivery of Goods - N01,01/04/2017,01/10/2017,Advised to Sue - ATS,No,JAMAICA,NY
Home Improvement Contractor - 100,Quality of Work - Q01,04/27/2018,06/20/2018,No Satisfactory Agreement - NSA,No,BRONX,NY
Travel Agency - 440,Misrepresentation - M01,06/29/2017,07/28/2017,Referred to Outside - RTO,,BELLEVUE,WA
Tow Truck Company - 124,Surcharge/Overcharge - S02,07/24/2018,08/03/2018,Cash Amount - AMT,Yes,OZONE PARK,NY
Furniture Sales - 242,Damaged Goods - D01,02/02/2018,03/12/2018,Goods Exchanged - GEX,Yes,JAMAICA,NY
Tow Truck Company - 124,Misrepresentation - M01,06/26/2018,07/09/2018,Cash Amount - AMT,Yes,BRONX,NY
Grocery-Retail - 808,Receipt Incomplete/Not Given,01/20/2017,01/24/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Travel Agency - 440,Advertising/Misleading - A02,08/10/2018,09/07/2018,No Satisfactory Preempted - NSP,,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,02/15/2017,02/24/2017,Referred to Outside - RTO,,STATEN ISLAND,NY
Electronic Store - 001,Misrepresentation - M01,12/20/2016,01/23/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Dry Cleaners - 230,Damaged Goods - D01,03/20/2017,04/06/2017,Unable to Locate Business - ULV,,FLUSHING,NY
Tow Truck Company - 124,Misrepresentation - M01,06/15/2017,06/27/2017,Complaint Invalid - CIN,,MASPETH,NY
Home Improvement Contractor - 100,Quality of Work - Q01,04/14/2017,04/28/2017,Advised to Sue - ATS,No,YONKERS,NY
Home Improvement Contractor - 100,Quality of Work - Q01,06/28/2017,08/11/2017,Resolved and Consumer Satisfied - SPF,Yes,BETHPAGE,NY
Appliances - 244,Exchange Goods/Contract Cancelled - E01,07/12/2018,07/19/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Locksmith - 062,Surcharge/Overcharge - S02,08/09/2017,08/29/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,02/26/2018,02/26/2018,Cash Amount - AMT,Yes,COLLEGE POINT,NY
Restaurant - 818,Surcharge/Overcharge - S02,09/12/2018,09/14/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Misc Non-Food Retail - 817,Damaged Goods - D01,09/06/2017,10/03/2017,Store Credit - SCR,Yes,FRAMINGHAM,MA
Home Improvement Contractor - 100,Quality of Work - Q01,06/08/2018,07/06/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,03/15/2017,04/19/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Breach of Contract - B03,11/03/2017,11/27/2017,No Consumer Response - NCR,,S OZONE PARK,NY
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,03/10/2017,03/23/2017,Complaint Invalid - CIN,,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,10/26/2017,11/09/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Electronic Store - 001,Defective Goods - D02,05/25/2018,06/12/2018,Goods Exchanged - GEX,Yes,JACKSON HTS,NY
Internet Complaints - 443,Billing Dispute - B02,08/17/2017,08/25/2017,Referred to Outside - RTO,,ST GEORGE,UT
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,08/01/2017,08/25/2017,No Consumer Response - NCR,,NEW YORK,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,04/25/2017,05/19/2017,No Consumer Response - NCR,,RIDGEWOOD,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,10/19/2017,11/08/2017,Goods Exchanged - GEX,Yes,HICKSVILLE,NY
Mailorder Misc - 319,Surcharge/Overcharge - S02,04/11/2017,05/08/2017,Consumer Took Action - CTA,No,STAFFORD,TX
Tow Truck Company - 124,Billing Dispute - B02,07/10/2017,08/23/2017,Cash Amount - AMT,Yes,MASPETH,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,06/23/2017,07/10/2017,Consumer Took Action - CTA,No,BRONX,NY
Home Improvement Contractor - 100,Misrepresentation - M01,06/26/2018,08/10/2018,Resolved and Consumer Satisfied - SPF,Yes,VALLEY STREAM,NY
Tow Truck Company - 124,Misrepresentation - M01,07/24/2018,08/10/2018,Advised to Sue - ATS,No,MASPETH,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,07/05/2017,07/26/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Debt Collection Agency - 122,Misrepresentation - M01,01/23/2018,01/29/2018,Bill Reduced - BLR,Yes,FLORAL PARK,NY
Garage - 049,Misrepresentation - M01,07/24/2018,08/07/2018,Consumer Took Action - CTA,No,NEW YORK,NY
Tow Truck Company - 124,Billing Dispute - B02,04/21/2017,05/12/2017,Consumer Withdrew Complaint - CWC,,BROOKLYN,NY
Dealer In Products For The Disabled - 119,Defective Goods - D02,07/17/2018,08/06/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,08/29/2017,09/29/2017,Resolved and Consumer Satisfied - SPF,Yes,LONGWOOD,FL
Secondhand Dealer Auto - 005,Damaged Goods - D01,04/21/2017,06/06/2017,Complaint Invalid - CIN,,BROOKLYN,NY
Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,05/05/2017,05/18/2017,No Satisfactory Agreement - NSA,No,FARMINGDALE,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,06/28/2017,07/17/2017,Advised to Sue - ATS,No,ASTORIA,NY
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,07/12/2017,08/01/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Price Not Posted,05/02/2018,05/03/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Debt Collection Agency - 122,Misrepresentation - M01,04/03/2018,04/10/2018,Resolved and Consumer Satisfied - SPF,Yes,ROSWELL,GA
Home Improvement Contractor - 100,Quality of Work - Q01,01/19/2018,02/23/2018,Cash Amount - AMT,Yes,STATEN ISLAND,NY
Electronic Store - 001,Misrepresentation - M01,03/20/2018,03/23/2018,Referred to Manufacturer - RMF,,NEW YORK,NY
Debt Collection Agency - 122,Misrepresentation - M01,01/16/2018,01/24/2018,Bill Reduced - BLR,Yes,LYNNWOOD,WA
Wearing Apparel - 450,Exchange Goods/Contract Cancelled - E01,11/21/2017,11/29/2017,Advised to Sue - ATS,No,FOREST HILLS,NY
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,07/26/2017,08/01/2017,Goods Received - GDR,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Breach of Contract - B03,02/28/2017,03/15/2017,Referred to Hearing - RTH,No,MIDDLETOWN,NJ
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/03/2017,04/12/2017,Cash Amount - AMT,Yes,PALISADES PARK,NJ
Mailorder Misc - 319,Non-Delivery of Goods - N01,12/12/2017,12/18/2017,Unable to Locate Business - ULV,,NEW YORK,NY
Furniture Sales - 242,Damaged Goods - D01,03/30/2018,04/26/2018,Unable to Locate Business - ULV,,CORONA,NY
Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,11/09/2017,11/28/2017,Cash Amount - AMT,Yes,ASTORIA,NY
Other,Misrepresentation - M01,11/10/2016,01/13/2017,No Consumer Response - NCR,,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,07/28/2017,09/08/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,02/02/2018,03/01/2018,No Consumer Response - NCR,,BROOKLYN,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,10/04/2017,10/13/2017,Goods Received - GDR,Yes,BROOKLYN,NY
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,04/03/2017,04/28/2017,Resolved and Consumer Satisfied - SPF,Yes,EGG HARBOR TOWNSHIP,NJ
Secondhand Dealer Auto - 005,Defective Goods - D02,07/27/2018,09/21/2018,No Consumer Response - NCR,,BROOKLYN,NY
Tow Truck Company - 124,Damaged Goods - D01,04/27/2018,05/15/2018,Referred to Outside - RTO,,COLLEGE POINT,NY
Home Improvement Contractor - 100,Breach of Contract - B03,01/12/2018,02/08/2018,Advised to Sue - ATS,No,BAYSIDE,NY
Home Improvement Contractor - 100,Outstanding Judgment - J01,10/06/2017,11/29/2017,Referred to Hearing - RTH,No,BROOKLYN,NY
Hotel/Motel - 460,Surcharge/Overcharge - S02,06/16/2017,07/20/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,08/29/2017,09/22/2017,No Business Response - NVR,No,BROOKLYN,NY
Secondhand Dealer Auto - 005,Advertising/General - A01,10/27/2017,11/28/2017,Advised to Sue - ATS,No,LONG ISLAND CITY,NY
Dry Cleaners - 230,Damaged Goods - D01,08/17/2018,09/20/2018,No Satisfactory Agreement - NSA,No,BAYSIDE,NY
Furniture Sales - 242,Advertising/Misleading - A02,09/07/2017,10/13/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,LIVERPOOL,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,08/10/2018,08/27/2018,Cash Amount - AMT,Yes,BAYSIDE,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/16/2017,04/21/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,08/01/2017,09/07/2017,Cash Amount - AMT,Yes,BRONX,NY
Health Spa - 839,Breach of Contract - B03,01/20/2017,03/06/2017,Advised to Sue - ATS,No,IRVINE,CA
Catering Establishment - 075,Exchange Goods/Contract Cancelled - E01,07/24/2017,08/04/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,03/17/2017,03/30/2017,Advised to Sue - ATS,No,NEW YORK,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,03/21/2017,04/18/2017,Cash Amount - AMT,Yes,STATEN ISLAND,NY
Furniture Sales - 242,Damaged Goods - D01,07/03/2017,07/18/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,CINCINNATI,OH
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,03/23/2018,04/20/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,02/08/2017,02/28/2017,Cash Amount - AMT,Yes,ASTORIA,NY
Electronic Store - 001,Billing Dispute - B02,04/26/2017,05/12/2017,Resolved and Consumer Satisfied - SPF,Yes,OVERLAND,KS
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,03/29/2017,04/05/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Tow Truck Company - 124,Damaged Goods - D01,12/20/2016,01/26/2017,Consumer Took Action - CTA,No,ASTORIA,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/03/2017,08/23/2017,Cash Amount - AMT,Yes,BRONX,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,10/19/2017,11/01/2017,Advised to Sue - ATS,No,BRONX,NY
Misc Non-Food Retail - 817,Defective Goods - D02,07/17/2018,07/27/2018,Store Credit - SCR,Yes,MOORESVILLE,NC
Tow Truck Company - 124,Misrepresentation - M01,06/20/2017,07/18/2017,Cash Amount - AMT,Yes,OZONE PARK,NY
Electronic Store - 001,Surcharge/Overcharge - S02,12/15/2017,12/18/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Misc Non-Food Retail - 817,Billing Dispute - B02,11/03/2016,01/03/2017,Referred to Outside - RTO,,BELLEVUE,WA
Garage - 049,Advertising/General - A01,04/27/2017,05/05/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/19/2017,02/21/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,09/22/2017,10/04/2017,Cash Amount - AMT,Yes,QUEENS VILLAGE,NY
Misc Non-Food Retail - 817,Breach of Contract - B03,07/27/2017,09/18/2017,Referred to Outside - RTO,,BROOKLYN,NY
Misc Non-Food Retail - 817,Quality of Work - Q01,05/01/2018,05/15/2018,No Satisfactory Preempted - NSP,,MOUNT VERNON,NY
Debt Collection Agency - 122,Billing Dispute - B02,03/16/2018,04/12/2018,Resolved and Consumer Satisfied - SPF,Yes,ROSWELL,GA
Secondhand Dealer Auto - 005,Breach of Contract - B03,05/04/2018,05/23/2018,Referred to Outside - RTO,,RICHMOND HILL,NY
Home Improvement Contractor - 100,Quality of Work - Q01,04/18/2017,05/10/2017,Consumer Took Action - CTA,No,BROOKLYN,NY
Dry Cleaners - 230,Non-Delivery of Service - N02,08/21/2018,09/07/2018,Advised to Sue - ATS,No,MASPETH,NY
