Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
CHIFLEZ CAFE,Restaurant - 818,Surcharge/Overcharge - S02,04/19/2017,05/12/2017,Cash Amount - AMT,Yes,61.00,9502,ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,,-73.8711694158272,40.74896764116273
"STAR GOLD & GEM, INC.",Pawnbroker - 080,Surcharge/Overcharge - S02,05/31/2017,06/12/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,400,E GUN HILL RD,,BRONX,NY,10467,10467,-73.87150401421793,40.87861776128652
CELA CONSTRUCTION CORP,Home Improvement Contractor - 100,Quality of Work - Q01,08/04/2017,09/11/2017,Referred to Hearing - RTH,No,0.00,38,GLASCOE AVE,,STATEN ISLAND,NY,10314,10312,,
LATE BLOOMERS TOWING & RECOVERY INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,06/08/2018,07/17/2018,No Business Response - NVR,No,0.00,54,KOSCIUSZKO ST,,BROOKLYN,NY,11205,11211,-73.9530831915667,40.69042128428383
"BYFIELD, ERROL",Home Improvement Contractor - 100,Quality of Work - Q01,04/05/2018,04/25/2018,Advised to Sue - ATS,No,0.00,5301,SNYDER AVE,,BROOKLYN,NY,11203,10308,,
"G.R. CARPET, WOOD FLOOR & CONSTRUCTION",Home Improvement Contractor - 100,Breach of Contract - B03,05/25/2017,07/14/2017,Advised to Sue - ATS,No,0.00,3533,29TH ST,C6,ASTORIA,NY,11106,11373,-73.93056196242682,40.758290514255236
COHEN'S OPTICAL,Misc Non-Food Retail - 817,Misrepresentation - M01,04/26/2018,05/23/2018,No Satisfactory Agreement - NSA,No,0.00,298,7TH AVE,,BROOKLYN,NY,11215,11218,-73.980732784458,40.66792209212108
15 W 36TH PHOTO CORP,Electronic Store - 001,Surcharge/Overcharge - S02,08/17/2018,09/04/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,2150.00,15,W 36TH ST,,NEW YORK,NY,10018,97267,,
FOOD UNIVERSE MARKETPLACE,Supermarket - 819,Non-Delivery of Goods - N01,10/10/2017,10/12/2017,Goods Received - GDR,Yes,4.00,416,CRESCENT ST,,BROOKLYN,NY,11208,11208,,
EASY SHOPPING FURNITURE STORE,Furniture Sales - 242,Surcharge/Overcharge - S02,06/07/2017,06/19/2017,Complaint Invalid - CIN,NA,0.00,1888,3RD AVE,,NEW YORK,NY,10029,10029,-73.94549385421568,40.7904641354079
"STOP & SHOP SUPERMARKET, INC",Supermarket - 819,Misrepresentation - M01,09/28/2017,10/24/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,1385,HANCOCK ST,,QUINCY,MA,02169,11221,-73.97561561565877,40.683456546319505
The Black Onyx Group LLC,Other,Misrepresentation - M01,04/05/2017,05/08/2017,Advised to Sue - ATS,No,0.00,1,BOGARDUS PL,2E,NEW YORK,NY,10040,,-73.92979179302147,40.85885672421463
"DIRECT RECOVERY ESRVICES, LLC",Debt Collection Agency - 122,Billing Dispute - B02,10/23/2017,12/05/2017,No Business Response - NVR,No,0.00,3380,LA SIERRA AVE,104-522,RIVERSIDE,CA,92503,10459,,
ABEL AUTOMOTIVE TOWING CORP,Tow Truck Company - 124,Billing Dispute - B02,09/21/2017,10/11/2017,Cash Amount - AMT,Yes,68.00,191B,BRUCKNER BLVD,,BRONX,NY,10454,10452,-73.91365321323616,40.80387464071187
VERIZON WIRELESS CORPORATE OFFICE,Electronic Store - 001,Misrepresentation - M01,02/13/2018,03/01/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,175.00,15,FEDERAL RD,,BROOKFIELD,CT,06804,11206,,
UNION CARPET,Home Improvement Contractor - 100,Quality of Work - Q01,03/02/2018,04/16/2018,Advised to Sue - ATS,No,0.00,17901,UNION TPKE,,FRESH MEADOWS,NY,11366,11375,-73.78898487792092,40.72665226592359
DOUBLE A AUTOMOTIVE CORP,Tow Truck Company - 124,Surcharge/Overcharge - S02,09/19/2017,10/16/2017,Advised to Sue - ATS,No,0.00,1040,BRONX RIVER AVE,,BRONX,NY,10472,10452,,
ELITE AWNINGS & FENCING,Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/09/2018,03/02/2018,Unable to Locate Business - ULV,NA,0.00,534,39TH ST,,BROOKLYN,NY,11232,11354,-74.00304880561809,40.65073859788752
BOOST MOBILE,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,01/19/2017,02/03/2017,Unable to Locate Business - ULV,NA,0.00,1400,SAINT NICHOLAS AVE,,NEW YORK,NY,10033,10027,-73.93415436133016,40.8487285973849
NEW TOURS,Travel Agency - 440,Advertising/Misleading - A02,03/28/2017,04/20/2017,Store Credit - SCR,Yes,0.00,320,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,11223,-73.96392266117411,40.57706820913155
FINEST AUTOMOTIVE RECOVERY INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,11/06/2017,11/08/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,1410,61ST ST,,BROOKLYN,NY,11219,11214,-73.99636869624894,40.626565247630154
VAMAX GROUP INC.,Home Improvement Contractor - 100,Unlicensed,06/01/2017,07/21/2017,Advised to Sue - ATS,No,0.00,4750,BEDFORD AVE,8A,BROOKLYN,NY,11235,11214,-73.94402253504796,40.58607691331479
QUEENS FINEST COLLISION INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,04/24/2018,05/23/2018,No Satisfactory Agreement - NSA,No,0.00,20612,JAMAICA AVE,,QUEENS VILLAGE,NY,11428,11430,,
MIKE'S HEAVY DUTY TOWING INC.,Tow Truck Company - 124,Billing Dispute - B02,03/07/2017,03/28/2017,Referred to Outside - RTO,NA,0.00,816,LIBERTY AVE,,BROOKLYN,NY,11208,10308,-73.7882418550958,40.64824355950897
"ELENY'S EMPLOYMENT AGENCY, INC.",Employment Agency - 034,Breach of Contract - B03,01/13/2017,01/19/2017,Cash Amount - AMT,Yes,100.00,,,,,,,10458,-73.99260445779484,40.753384386375345
TIME WARNER CABLE INC.,Misc Non-Food Retail - 817,Billing Dispute - B02,09/07/2017,10/20/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,60,COLUMBUS CIR,,NEW YORK,NY,10023,11355,,
RIGHT WAY CO.,Home Improvement Contractor - 100,Breach of Contract - B03,11/24/2017,12/19/2017,No Satisfactory Agreement - NSA,No,0.00,165,CLASSON AVE,,BROOKLYN,NY,11205,11234,,
JUSTIN'S TOWING & STORAGE INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,03/10/2017,03/27/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,10001,LIBERTY AVE,,OZONE PARK,NY,11417,11385,,
ALL ISLAND T COLLISION & TOWING INC.,Tow Truck Company - 124,Misrepresentation - M01,08/10/2018,08/21/2018,Cash Amount - AMT,Yes,50.00,8611,LIBERTY AVE,,OZONE PARK,NY,11417,11385,-73.85210443378098,40.679817834731274
HUFFMAN KOOS FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/04/2017,03/07/2017,Goods Exchanged - GEX,Yes,2946.00,125,SOUTH ST,,PASSAIC,NJ,07055,11412,-73.87656017212335,40.736007329775596
COPY EXPERTS INC.,Misc Non-Food Retail - 817,Credit Card Limitations Not Posted,04/17/2018,04/24/2018,Complaint Invalid - CIN,NA,0.00,2440,BROADWAY,,NEW YORK,NY,10024,10024,-73.97448561518176,40.79093256984389
,Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/27/2016,02/07/2017,Referred to Hearing - RTH,No,0.00,,,,,,,10314,-73.99390481561298,40.62417443106123
NEW YORK MANHATTAN HOTEL,Hotel/Motel - 460,Refund Policy - R01,01/05/2018,01/23/2018,Complaint Invalid - CIN,NA,0.00,6,W 32ND ST,,NEW YORK,NY,10001,95051,,
"MIDLAND CREDIT MANAGEMENT, INC.",Debt Collection Agency - 122,Misrepresentation - M01,01/04/2018,01/22/2018,Bill Reduced - BLR,Yes,839.00,,,,,,,,,
FORDHAM ELECTRONIC EXPERTS INC.,Electronic Store - 001,Advertising/General - A01,07/27/2017,09/06/2017,No Satisfactory Agreement - NSA,No,0.00,315,E KINGSBRIDGE RD,,BRONX,NY,10458,10458,,
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,12/28/2017,01/18/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,11101,-73.83604285013006,40.7559413259008
CARLOS J. FERRADA,Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/24/2017,03/17/2017,Referred to Outside - RTO,NA,0.00,3885,ORLOFF AVE,1,BRONX,NY,10463,10314,,
US NATIONAL CREDIT SOLUTIONS,Debt Settlement - 248,Misrepresentation - M01,06/22/2018,08/10/2018,Advised to Sue - ATS,No,0.00,14,WALL ST,20,NEW YORK,NY,10005,10039,,
RUNWAY TOWING CORP.,Tow Truck Company - 124,Misrepresentation - M01,07/05/2017,07/13/2017,Referred to Outside - RTO,NA,0.00,12410,S CONDUIT AVE,,S OZONE PARK,NY,11420,11367,-73.87729410513894,40.77442086598845
RAINBOW FURNITURE INC,Furniture Sales - 242,Wrong Goods - W01,07/28/2017,08/31/2017,Advised to Sue - ATS,No,0.00,1164,LIBERTY AVE,,BROOKLYN,NY,11208,11417,-73.86642700398464,40.67878959300017
LOWE'S HOME CENTERS LLC,Appliances - 244,Defective Goods - D02,05/02/2017,05/09/2017,Cash Amount - AMT,Yes,559.00,1000,LOWES BLVD,,MOORESVILLE,NC,28117,11212,-73.92364805220555,40.658837850707336
"YOUSSOU, DIOP",Electronic Store - 001,Damaged Goods - D01,05/10/2017,06/13/2017,Cash Amount - AMT,Yes,60.00,126,W 116TH ST,,NEW YORK,NY,10026,10026,-73.9507792182355,40.80247470272361
"ACIERNO, MICHELE",Home Improvement Contractor - 100,Non-Delivery of Service - N02,01/31/2017,02/09/2017,Referred to Hearing - RTH,No,0.00,68,CONSELYEA ST,,BROOKLYN,NY,11211,11232,-74.00242529631586,40.64925917474556
"NORTH SHORE AGENCY, LLC",Debt Collection Agency - 122,Misrepresentation - M01,03/10/2017,03/28/2017,Bill Reduced - BLR,Yes,134.00,270,SPAGNOLI RD,STE 110,MELVILLE,NY,11747,10473,,
93 STREET CLEANER INC,Dry Cleaners - 230,Closed without Notice,08/14/2018,08/20/2018,Unable to Locate Business - ULV,NA,0.00,274,93RD ST,,BROOKLYN,NY,11209,11209,-74.03389544901032,40.61883646582238
"COLLECTO, INC.",Debt Collection Agency - 122,Billing Dispute - B02,11/09/2017,11/21/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,70,MANSELL CT,250,ROSWELL,GA,30076,10001,,
"PLAZA AUTOMOTIVE, LTD.",Secondhand Dealer Auto - 005,Breach of Contract - B03,05/10/2017,07/07/2017,Referred to Outside - RTO,NA,0.00,2740,NOSTRAND AVE,,BROOKLYN,NY,11210,10473,-73.94519178468765,40.61781831359828
LVNV FUNDING LLC,Debt Collection Agency - 122,Billing Dispute - B02,06/22/2018,07/05/2018,Bill Reduced - BLR,Yes,650.00,55,BEATTIE PL,110,GREENVILLE,SC,29601,11691,,
BEN & NINO AUTO REPAIR INC.,Tow Truck Company - 124,Billing Dispute - B02,01/04/2018,01/17/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,2449,CONEY ISLAND AVE,,BROOKLYN,NY,11223,11224,-73.98292419311193,40.58445337860628
TAJ MAHAL CONSTRUCTION CORP.,Home Improvement Contractor - 100,Breach of Warranty - B04,02/08/2017,03/01/2017,Advised to Sue - ATS,No,0.00,1311,NEWKIRK AVE,APT 3A,BROOKLYN,NY,11230,,-73.97406845935505,40.78640366902943
AP SAINT NICHOLAS MANAGEMENT LLC,Garage - 049,Surcharge/Overcharge - S02,05/01/2018,05/25/2018,Cash Amount - AMT,Yes,15.00,280,PARK AVE S,2L,NEW YORK,NY,10010,07419,-73.94528297103189,40.82295608415482
"I. C. SYSTEM, INC.",Debt Collection Agency - 122,Billing Dispute - B02,09/11/2018,09/21/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,444,HIGHWAY 96 E,,SAINT PAUL,MN,55127,10461,,
APPROVED OIL COMPANY OF BROOKLYN,Fuel Oil Dealer - 814,Surcharge/Overcharge - S02,05/31/2017,07/03/2017,Bill Reduced - BLR,Yes,97.00,6717,4TH AVE,,BROOKLYN,NY,11220,11363,-74.0227314609802,40.63651840592781
"ROBERTS, ALUKO & ROBERTS, HELEN",Electronic & Home Appliance Service Dealer - 115,Closed without Notice,04/27/2018,05/04/2018,Goods Repaired - GRS,Yes,289.00,3378,BOSTON RD,,BRONX,NY,10469,10469,-73.85116371896147,40.87515421937356
OLD CORONA CONSTRUCTION CORP.,Home Improvement Contractor - 100,Outstanding Judgment - J01,03/22/2017,04/28/2017,Referred to Hearing - RTH,No,0.00,2306,21ST AVE,,ASTORIA,NY,11105,11362,,
MIKE'S HEAVY DUTY TOWING INC.,Tow Truck Company - 124,Billing Dispute - B02,10/03/2017,10/11/2017,Referred to Outside - RTO,NA,0.00,816,LIBERTY AVE,,BROOKLYN,NY,11208,11368,,
"BUILDING BELIEVERS, LLC",Home Improvement Contractor - 100,Quality of Work - Q01,06/26/2018,08/20/2018,Advised to Sue - ATS,No,0.00,PO BOX,,,MOUNT SINAI,NY,11766,11236,,
"A&J AUTOMOTIVE, INC.",Tow Truck Company - 124,Surcharge/Overcharge - S02,06/15/2017,08/01/2017,Cash Amount - AMT,Yes,581.00,7006,GARFIELD AVE,,WOODSIDE,NY,11377,11355,,
AK TOWING INC,Tow Truck Company - 124,Billing Dispute - B02,07/26/2018,08/03/2018,Referred to Outside - RTO,NA,0.00,2730,STILLWELL AVE,,BROOKLYN,NY,11224,11209,-73.9822770654244,40.58102227817297
THE FORGER OF N.Y. CORP.,Home Improvement Contractor - 100,Breach of Contract - B03,01/05/2018,01/29/2018,Bill Reduced - BLR,Yes,2250.00,1814,130TH ST,,COLLEGE POINT,NY,11356,11357,,
"JERRY AUTO COLLISION, INC",Tow Truck Company - 124,Billing Dispute - B02,12/28/2016,02/07/2017,Referred to Outside - RTO,NA,0.00,3260,55TH ST,,WOODSIDE,NY,11377,11369,-73.90598247968364,40.754345343746415
WIRELESS BROZ INC.,Electronic Store - 001,Defective Goods - D02,08/28/2018,09/14/2018,Advised to Sue - ATS,No,0.00,192,BAY ST,,STATEN ISLAND,NY,10301,10301,,
BLOKESPAMICASA,Home Improvement Contractor - 100,Quality of Work - Q01,04/05/2018,04/27/2018,No Consumer Response - NCR,NA,0.00,160,BROADWAY,1106,NEW YORK,NY,10038,10128,,
J.AUTOMATIC APPLIANCE PARTS,Appliances - 244,Exchange Goods/Contract Cancelled - E01,05/08/2018,05/22/2018,Complaint Invalid - CIN,NA,0.00,2372,AMSTERDAM AVE,,NEW YORK,NY,10033,10039,-73.93252347409297,40.84589511813115
"LA SUPREME CONTRACTING, LLC",Home Improvement Contractor - 100,,08/17/2018,09/10/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,104,MOFFETT ST,,STATEN ISLAND,NY,10312,10460,-73.87610103937192,40.84126190390922
KPNY LLC,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,02/03/2017,03/23/2017,Complaint Invalid - CIN,NA,0.00,112,W 34TH ST,STE 18024,NEW YORK,NY,10120,11366,-73.98886945455043,40.749398713159145
AIR TECH MECHANICAL,Misc Non-Food Retail - 817,Quality of Work - Q01,01/09/2017,02/17/2017,Unable to Locate Business - ULV,NA,0.00,4021,201ST ST,,BAYSIDE,NY,11361,11249,-73.96281349306962,40.720076532727674
AMERIKEY LOCKSMITH,Locksmith - 062,Quality of Work - Q01,04/26/2017,05/31/2017,Advised to Sue - ATS,No,0.00,2713,CONEY ISLAND AVE,3,BROOKLYN,NY,11235,10314,,
SP PLUS CORPORATION,Garage - 049,Surcharge/Overcharge - S02,04/03/2018,04/12/2018,Cash Amount - AMT,Yes,25.00,360,W 31ST ST,,NEW YORK,NY,10001,07652,,
NATIONWIDE TOWING INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,05/04/2018,05/14/2018,Referred to Outside - RTO,NA,0.00,2044,JERICHO TPKE,,NEW HYDE PARK,NY,11040,11378,,
BHI DEALS INC,Electronic Store - 001,Advertising/Misleading - A02,04/20/2018,05/15/2018,No Business Response - NVR,No,0.00,526,FASHION AVE,STORE3,NEW YORK,NY,10018,10026,-73.9886232900819,40.75375460272492
ALLEN CARPET FLOORING,Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/03/2017,11/14/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,40,NARDOZZI PL,,NEW ROCHELLE,NY,10805,10473,,
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,11/03/2017,11/20/2017,Bill Reduced - BLR,Yes,229.00,10550,DEERWOOD PARK BLVD,SUTIE 309,JACKSONVILLE,FL,32256,11221,,
ORIGINAL PRODUCTS,Mailorder Misc - 319,Non-Delivery of Goods - N01,06/25/2018,06/29/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,2486,WEBSTER AVE,,BRONX,NY,10458,13403,,
"ANTIQUORUM USA, INC.",Auction House - 128,Non-Delivery of Service - N02,09/11/2017,10/13/2017,No Business Response - NVR,No,0.00,805,3RD AVE,,NEW YORK,NY,10022,,,
"DOGANIS, GEORGIOS",Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/13/2016,01/20/2017,Referred to Hearing - RTH,No,0.00,2422,83RD ST,,EAST ELMHURST,NY,11370,11363,-73.8860056647582,40.76419192510711
"BEST BUY STORES, L.P.",Appliances - 244,Damaged Goods - D01,11/09/2017,12/05/2017,Referred to Outside - RTO,NA,0.00,2200,CABOT DR,STE 200,LISLE,IL,60532,10034,-73.98212556809227,40.7704473040446
COREY UNIFORM,Wearing Apparel - 450,Exchange Goods/Contract Cancelled - E01,09/14/2018,09/21/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,464.00,40,ANDROVETTE ST,D,STATEN ISLAND,NY,10309,10034,,
"SPEEDY REFRIGERATION, INC.",Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,07/24/2018,08/10/2018,Cash Amount - AMT,Yes,25.00,77,MILL RD,,FREEPORT,NY,11520,11411,,
CREDIT CORP SOLUTIONS INC.,Debt Collection Agency - 122,Billing Dispute - B02,04/21/2017,05/15/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,70,MANSELL CT,STE 250,ROSWELL,GA,30076,10009,,
RETRO FITNESS,Health Spa - 839,Misrepresentation - M01,04/20/2018,05/22/2018,Advised to Sue - ATS,No,0.00,43,COUNTY RD W,537,COLTS NECK,NJ,07722,10314,,
GREEN APPLE BUILDING MAINTENANCE INC.,Home Improvement Contractor - 100,Breach of Warranty - B04,03/03/2017,04/18/2017,Complaint Invalid - CIN,NA,0.00,134,HAWTHORNE AVE,,FLORAL PARK,NY,11001,11385,,
"SOUTHWEST CREDIT SYSTEMS, L.P.",Debt Collection Agency - 122,Misrepresentation - M01,04/26/2017,05/17/2017,Bill Reduced - BLR,Yes,2067.00,4120,INTRNTNL PKWY,STE 1100,CARROLLTON,TX,75007,10033,,
"PAYLESS CAR RENTAL, INC.",Auto Rental - 213,Misrepresentation - M01,09/12/2017,09/25/2017,Referred to Outside - RTO,NA,0.00,2350,34TH ST N,140,ST PETERSBURG,FL,33713,11210,-73.7882418550958,40.64824355950897
Z&J FOOD MARKET INC,Grocery-Retail - 808,Exchange Goods/Contract Cancelled - E01,04/24/2018,05/02/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,2233,86TH ST,,BROOKLYN,NY,11214,11214,-73.99283736488036,40.60135689809273
"BEST BUY STORES, L.P.",Electronic Store - 001,Defective Goods - D02,03/08/2017,03/28/2017,No Satisfactory Agreement - NSA,No,0.00,2200,CABOT DR,STE 200,LISLE,IL,60532,11211,-73.91228590655912,40.75326614073526
"LEMAZIA CONSTRUCTION, INC.",Home Improvement Contractor - 100,Breach of Contract - B03,04/20/2018,05/09/2018,Goods Repaired - GRS,Yes,1500.00,13059,118TH ST,,S OZONE PARK,NY,11420,11379,,
"PERFECT INTERIOR DESIGNS, INC.",Misc Non-Food Retail - 817,Misrepresentation - M01,11/04/2016,01/04/2017,Advised to Sue - ATS,No,0.00,1930,47TH ST,,BROOKLYN,NY,11204,11224,,
CONSULTANTS OF AMERICA,Employment Agency - 034,Misrepresentation - M01,07/13/2017,08/02/2017,Advised to Sue - ATS,No,0.00,14,WALL ST,,NEW YORK,NY,10005,07306,-74.01099728403673,40.70734631986123
NEW CAPITAL RESTAURANT,Restaurant - 818,Surcharge/Overcharge - S02,09/14/2017,09/20/2017,Cash Amount - AMT,Yes,2.00,2,W KINGSBRIDGE RD,,BRONX,NY,10468,10453,-73.89757546059002,40.86749763872829
JAI PROPERTY INVESTORS INC,Home Improvement Contractor - 100,Quality of Work - Q01,07/06/2018,08/10/2018,Advised to Sue - ATS,No,0.00,160,WINCHESTER CT,,CLIFTON,NJ,07013,11379,,
"DEBT RECOVERY SOLUTIONS, LLC",Debt Collection Agency - 122,Harassment - H01,08/23/2017,08/30/2017,Bill Reduced - BLR,Yes,556.00,6800,JERICHO TPKE,113E,SYOSSET,NY,11791,11235,,
ULTIMATE COLLISION INC.,Tow Truck Company - 124,Billing Dispute - B02,10/19/2017,11/03/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,3030,VETERANS RD W,,STATEN ISLAND,NY,10309,10314,,
LANDAUER MEDSTAR,Dealer In Products For The Disabled - 119,Non-Delivery of Goods - N01,05/05/2017,05/18/2017,Bill Reduced - BLR,Yes,375.00,270,COMMUNITY DR,,GREAT NECK,NY,11021,11238,,
"MANHATTAN JEEP EAGLE, INC.",Secondhand Dealer Auto - 005,,01/12/2018,03/20/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,678,11TH AVE,,NEW YORK,NY,10019,10468,-73.99521678334368,40.7650579207561
GREEN WORLD CLEANERS,Dry Cleaners - 230,Non-Delivery of Goods - N01,04/05/2017,04/21/2017,Unable to Locate Business - ULV,NA,0.00,4738,34TH ST,,LONG ISLAND CITY,NY,11101,10027,-73.93132257228997,40.74177307373363
CROWN ELECTRONICS AND APPLIANCES INC.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,12/22/2017,02/02/2018,Advised to Sue - ATS,No,0.00,1915,CHURCH AVE,,BROOKLYN,NY,11226,11207,-73.96189402820804,40.649870463728575
AUTO QUEENS TOWING CORP.,Booting Company - 126,Illegal/Unfair Booting,09/05/2018,09/21/2018,Cash Amount - AMT,Yes,136.00,9741,86TH ST,,OZONE PARK,NY,11416,11235,-73.95503121536852,40.58761883788725
UTICA HOME CENTER INC.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,08/17/2018,09/13/2018,No Satisfactory Agreement - NSA,No,0.00,253,UTICA AVE,,BROOKLYN,NY,11213,11213,-73.93099996423969,40.669980809733275
URBAN EYES,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/25/2017,06/16/2017,Cash Amount - AMT,Yes,150.00,390,E FORDHAM RD,,BRONX,NY,10458,10458,-73.89166246903768,40.86181345611673
"NEW TOWN LAUNDROMAT OF NY, INC.",Laundry Jobber - 066,Surcharge/Overcharge - S02,06/08/2017,07/19/2017,Cash Amount - AMT,Yes,4.00,2837,31ST ST,,ASTORIA,NY,11102,11102,,
QUALITY HOME IMPROVEMENT & RESTORATIONS INC.,Home Improvement Contractor - 100,Unlicensed,12/28/2016,02/17/2017,Referred to Hearing - RTH,No,0.00,264,W 115TH ST,1B,NEW YORK,NY,10026,10472,-73.85890589915455,40.83235751279932
SLEEPY'S,Furniture Sales - 242,Damaged Goods - D01,03/01/2017,03/24/2017,Cash Amount - AMT,Yes,1873.00,1000,S OYSTER BAY RD,,HICKSVILLE,NY,11801,10029,-73.87524479787153,40.735102887569965
A J'S COLLISION CENTER CORP,Tow Truck Company - 124,Surcharge/Overcharge - S02,07/06/2018,07/10/2018,Referred to Outside - RTO,NA,0.00,1332,ATLANTIC AVE,,BROOKLYN,NY,11216,11418,-73.94827138767992,40.67839437500858
WELLBOTS,Mailorder Misc - 319,Misrepresentation - M01,02/09/2018,02/13/2018,Complaint Invalid - CIN,NA,0.00,12,E 49TH ST,11,NEW YORK,NY,10017,11803,,
COMMENTARY MAGAZINE,Mailorder Misc - 319,Non-Delivery of Goods - N01,08/03/2018,08/16/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,561,7TH AVE,16,NEW YORK,NY,10018,03302,,
ABC FINANCIAL SERVICES,Debt Collection Agency - 122,Billing Dispute - B02,01/16/2018,01/26/2018,Bill Reduced - BLR,Yes,120.00,PO BOX,6800,,SHERWOOD,AR,72124,10302,-74.1660962690769,40.59039512263036
ALLIED INTERSTATE LLC,Debt Collection Agency - 122,Harassment - H01,08/02/2017,08/21/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,70,MANSELL CT,,ROSWELL,GA,30076,10460,,
SOLID GOLD INC.,Jewelry Store-Retail - 823,Non-Delivery of Goods - N01,06/22/2018,07/03/2018,Cash Amount - AMT,Yes,67.00,132,DELANCEY ST,,NEW YORK,NY,10002,10002,-73.98733066532452,40.71828676839578
ROAD HELP INC,Tow Truck Company - 124,Damaged Goods - D01,03/01/2017,03/31/2017,Referred to Hearing - RTH,No,0.00,2517,BUTLER ST,1,EAST ELMHURST,NY,11369,11369,-73.93862508069815,40.75518529539538
"NEW DYNAMIC BUILDERS, CORP.",Home Improvement Contractor - 100,Breach of Contract - B03,04/19/2017,05/12/2017,Goods Repaired - GRS,Yes,7400.00,1699,BROOKLYN AVE,FL 1,BROOKLYN,NY,11210,11234,-73.94169306206157,40.63152682372941
SIGNATURE AUTO COLLISION,Tow Truck Company - 124,Surcharge/Overcharge - S02,03/09/2017,04/04/2017,Advised to Sue - ATS,No,0.00,110,5TH ST,,BROOKLYN,NY,11215,11210,-73.99227782156063,40.675466090753865
